Reason,Count
Operational and efficiency improvements,1
operational changes,3
Operational efficiencies,1
operational efficiency,1
operational improvement,1
operational initiatives,1
operational performance improvement,1
Operational reorganization,1
optimal product portfolio,1
optimization of operations,2
optimization of operations at facilities,1
optimization of production facilities,1
optimize asset base,5
optimize assets,1
optimize core businesses,1
optimize cost structure,2
optimize cost structure in Europe.,1
Optimize costs,1
optimize existing manufacturing capabilities,1
optimize organization and cost structure,1
optimize overall cost structure,1
optimize supply chain network,1
optimize the use of cash position to drive the potential of the LANE BRYANT brand,1
Optimize U.S. real estate portfolio,1
optimizing capital structure,1
optimizing growth and profitability,1
optimizing manufacturing network,1
optimizing the asset base,1
optimizing the manufacturing footprint,3
organization consolidation and integration,2
organization realignment and downsizing,1
organizational improvements,1
Organizational leadership changes,1
organizational restructuring,1
organizational streamlining initiatives,6
other expense reduction actions,1
outsource certain filter production to a contract manufacturer,1
outsource the manufacturing of certain components,1
outsourcing certain IT services and application development,2
outsourcing of non-core components,1
outsourcing the remaining aircraft heavy maintenance function at Horizon to a third party,1
Outsourcing the remaining heavy maintenance functions for Horizon aircraft,1
Overall cost control efforts,1
overall manufacturing costs including significant reductions in salary and labor wages and costs.,1
Overcapacity,1
Overcapacity in the pressure pumping business in North America,1
overhead and organization,1
Pacific Century Bank,1
particularly in the areas of employment and insurance,1
Pennsylvania and a distribution center in Troy,1
Pennsylvania.,1
Pension settlements/curtailments,1
plan to consolidate facilities,1
Planned growth opportunities,1
planned sale of a non-industrial gas hardgoods business,1
plans to move Pinnacle bottling operations from Maine to existing operations in Kentucky,1
plant closures,2
Political opposition in Mexico,1
portfolio and investments,1
Portfolio management,1
portfolio rationalization,1
portfolio rationalization initiatives,2
position company for continued success,1
power amplifiers,1
preserve cash and improve overall liquidity position,1
preserve cash and liquidity,1
preserve enterprise,2
pricing declines for products and services,1
primarily in connection with the restructuring and integration of the operations acquired in the BWE Acquisition.,1
Proactive shaping of its portfolio in line with its strategic priorities,1
process improvements,1
Process standardization implementation costs,1
processes and general and administration functions,1
procurement savings,2
product line discontinuances,1
product line integration,1
product line rationalization,1
product line simplification,1
Product Line Simplification (PLS),1
production,2
production and sourcing departments,1
production realignment,2
productivity and customer retention,1
productivity and ongoing functional transformation initiatives,2
Productivity improvement initiatives,1
productivity improvements,2
Productivity initiatives,1
products,1
products and services with the known and anticipated demands of the Company’s suppliers and customers,1
professional expenditures related to responses to an activist shareholder,1
professional fees,2
profit optimization,1
profitability and growth,1
profitable growth opportunities,1
profitable growth opportunities across the business,1
profitable growth through an industry-based go-to-market approach,1
promote efficiencies and process enhancements,1
provide a level of profitability,1
provide for small cost savings,2
provide funding for investments,1
provide higher margin opportunities,4
purchasing,1
purchasing and procurement,1
R&D operations and supply chain network,2
rapid growth of low-fare,1
rationalization of operations,1
rationalization of product branding strategy,1
rationalization of product offerings,1
rationalization of production planning and quality activities,1
rationalize and move production to larger operating locations,1
rationalize capacity across its manufacturing platform,1
rationalize certain leased properties that are partially vacant,3
rationalize global manufacturing,1
rationalize manufacturing facilities,4
rationalize operations and capacity for industry conditions,1
rationalize production planning and quality activities,2
rationalize real estate,1
rationalize real estate needs,1
rationalize the company's manufacturing network,3
Rationalize the selling,1
rationalizing and discontinuing overlapping and under-performing product lines,1
rationalizing facilities worldwide,1
rationalizing global manufacturing,1
rationalizing its manufacturing facilities,3
rationalizing operational costs and investments,1
rationalizing under-performing product lines,1
rationalizing worldwide network of manufacturing facilities,1
re-align certain R&D activities,2
re-align certain R&D activities and cancel certain R&D programs,1
re-aligning certain R&D activities,3
Re-alignment of operating segments,1
Re-balance resources to better align with the company's strategic priorities and position itself to meet long-term goals,1
re-branding of aircraft,1
re-deployment of assets to support higher-margin businesses,2
re-prioritization of its information technology initiatives and resources,1
real estate consolidation costs,1
realign and streamline operations,2
realign certain functions,1
realign certain responsibilities,1
realign expense structure with market conditions,1
realign manufacturing capabilities,1
realign North American sales organization,1
realign R&D resources,1
realign R&D resources dedicated to power solutions and protection group,1
realigned manufacturing capabilities that broaden biologics capabilities to reflect the current and future portfolio,1
realigning and streamlining worldwide operations,1
realigning cost structure,1
realigning the organization,1
Realignment of business operations,2
realignment of business operations to better support specific industries,2
realignment of businesses into new reporting segments,1
Realignment of businesses into new reporting segments and organizational changes,1
realignment of certain executive positions within the Boat segment,1
Realignment of corporate structure,1
Realignment of Honeywell Process Solutions business,1
realignment of manufacturing locations,1
realignment of North America distribution operations,1
realignment of operations,1
realignment of organization by industry group,1
Realignment of the company’s organizational structure,2
Realignment of the manufacturing operation and personnel,1
Realignment of Transportation Systems business segment with Aerospace business segment,1
realize further cost savings,1
realized synergies from the acquisition of Henry,1
Realizing operating efficiencies through expanding and enhancing production capabilities and maximizing asset utilization,1
reallocating sales and marketing resources in a more strategic manner,1
rebalance the company’s global skill set,2
reconfigure supply chain operations,1
record high fuel prices,1
Record increase in fuel prices,1
redirect corporate resources for better alignment with our strategy,1
redirect resources to product development,1
Reduce,2
reduce and refocus elements of the Company’s technology and business development spending,1
reduce business risk,1
reduce capacity and fixed costs associated with label materials product line,1
reduce corporate staff,1
reduce costs,35
reduce costs and improve long-term return on invested capital throughout the Company's operations.,1
reduce costs by $4 billion annually,1
reduce costs by moving production from the Bordeaux,1
reduce costs in response to declining revenues,1
Reduce costs in response to market conditions,2
reduce costs through product exits and asset rationalizations,1
reduce dependence on coupons and promotional activity,1
reduce emphasis on CheckView services and solutions,3
Reduce expense,1
reduce fixed and variable cost base,1
Reduce fixed costs,5
Reduce future operating costs,2
reduce general and administrative infrastructure,1
reduce global headcount,2
reduce headcount in Italy,1
reduce headcount in specific departments,1
reduce inventory levels across the integrated mill system,1
reduce investments in areas not aligned with strategic priorities,1
reduce its cost structure on a global basis,1
Reduce less efficient capacity,1
reduce management layers,1
Reduce manufacturing capacity,2
Reduce manufacturing cost base,1
reduce manufacturing costs,3
reduce manufacturing footprint,1
reduce newsprint and commercial papers production capacity,1
reduce operating and overhead costs,1
Reduce operating costs,7
reduce operating expenses,9
Reduce operating expenses and capital spending,3
reduce operating expenses as a percentage of total revenue,1
reduce outbound distribution expense,1
Reduce overall cost structure,1
reduce overall costs,1
reduce overall expense associated with asset ownership,1
reduce overhead across the organization,1
reduce overhead and infrastructure costs,1
Reduce overhead and other costs,1
reduce overhead costs,4
reduce overhead costs in North America,1
reduce real estate costs,6
Reduce redundancies associated with acquisitions,2
Reduce redundancies associated with the acquisitions made during fiscal 2016,1
reduce redundant positions,1
reduce selling,2
reduce SG&A costs,1
reduce the management workforce,1
Reduce U.S. manufacturing capacity,1
reduce unproductive time,1
reduce vendor direct to store shipments,1
reduced business volume,2
reduced debt levels,1
reduced demand for air travel,1
reduced demand for parts support and maintenance activities for the types of aircraft affected,1
reduced demand for power generation equipment,1
Reduced discretionary spend,1
reduced host sales commissions due to lower sales,1
reduced marketing expense primarily due to the timing of promotional programs for the busy season,1
reduced pricing and increased start-up costs associated with the new drilling contract in Norway,1
Reducing costs,3
reducing costs to improve cost structure,1
reducing costs within the Industrial segment in response to macroeconomic disruption,1
Reducing expenses,1
Reducing fixed costs,1
reducing general and administrative infrastructure,2
reducing operating costs,1
Reducing overall operating expenses,3
reducing overhead expenses and excess capacity.,1
reducing the Company's global workforce,1
Reduction and redeployment of staff,1
Reduction in activity and customer spending,1
reduction in demand for air travel due to global economic downturn,1
Reduction in domestic industry unit revenue,1
Reduction in duplicative positions and back office functions,2
reduction in employees,1
Reduction in force,1
Reduction in traditional channels of sales distribution,1
Reduction in workforce,2
Reduction in workforce and asset write-downs in response to the weak global economy as a result of the COVID-19 pandemic,1
Reduction in workforce in response to the weak global economy on certain of the Company's businesses and the effects of a continued strong U.S. dollar,1
Reduction in worldwide workforce,1
reduction of corporate management,1
Reduction of cost structure,1
reduction of costs through the elimination of non-value-added activities.,1
reduction of global headcount by approximately 6%,1
reduction of personnel and overhead expenses,1
reductions in capital expenditures by end-user consumers,2
reductions in discretionary spending and contingent labor costs,1
Reductions in fixed and variable costs,1
reductions in headcount,1
Reductions in labor and benefits,1
reflect the evolution of the Company's markets,1
refocus and exit parts of merchant energy business,1
refocus the company’s portfolio including exiting non-core and low critical mass products,1
regulatory decisions,1
reimbursement arrangements,1
reinvestment in revenue-generating initiatives,1
relocate,2
relocate Southern California financial print facility,1
relocation,2
relocation of certain manufacturing operations from Europe to Asia,2
relocation of certain U.S. finance and human resource shared services from Deerfield headquarters to Kentucky,1
relocation of corporate headquarters,1
relocation of manufacturing or assembly to lower cost locations,1
relocation of principal executive offices to London,1
relocation of production to other Abbott facilities,1
relocation of Southern California financial print facility,1
Removal of five CRJ-700 aircraft from operations,1
remove stranded costs resulting from decision to exit the Homecare business,1
reorganization following the Separation,1
reorganization of certain functions,1
Reorganization of engineering,1
reorganization of operations,1
reorganization of operations and functional areas,2
reorganization of operations in each of the three major regions of the world in which the Company operates,1
reorganization of product development and support programs,2
reorganization of senior management to focus on key markets and customers,1
reorganization of the Company’s global IT resources,1
Reorganization of the Company’s operations,1
reorganization of the Merchant business,1
reorganize and outsource most of its logistics activities.,1
reorganize operations,1
reorganizing its European operations and rationalizing vessel charters,1
reorganizing the Company into a more decentralized structure,1
reposition our global workforce skill set to align with our long-term strategic plan,1
Reposition the business,1
repositioning and restructuring the office business to improve financial results and long-term value,1
repositioning of the Sears Portrait Studio brand,1
Repurpose net savings in alignment with portfolio strategy,1
research facilities,2
research facilities and administrative functions,1
resizing and realignment of manufacturing operations and organizational structure,1
Resolution of asbestos liability,1
Resolve business challenges,1
respond to challenging economic and retail sales environments,1
respond to challenging economic environment,1
respond to changes in customer preferences and regulatory,1
respond to fluctuations in demand,1
respond to weaker business conditions in Europe and Asia,1
responding to changing economic conditions,1
response to a difficult marine market,1
response to business conditions at the time of the charge,1
response to changing market conditions,1
Response to current economic climate,1
response to record high fuel prices in 2008 and a rapidly deteriorating economy,1
response to weaker than expected business conditions in Europe and Asia,1
restore capacity to pre-pandemic levels,1
restore long-term viability and profitability,1
Restore sustainable growth,2
restructure Channel Master's U.S. manufacturing operations,1
restructure European sales organization,1
restructure global operations function,1
restructure manufacturing and streamline operations for soup and broth business in China,1
restructure Micro-Technology Operations,1
restructure photovoltaic business to reflect current market conditions,1
restructure the Best Buy branded stores in China,1
restructured the sales force and management structure in North America flooring organization,1
restructuring a portion of the supply chain manufacturing to lower cost areas,1
restructuring applications to leverage the cloud,1
restructuring certain farming operations in Latin America and Asia,1
restructuring of Channel Master's U.S. manufacturing operations,1
restructuring of the Company’s information technology,1
restructuring of the Sanofi and Otsuka agreements,1
restructuring the organization,2
Restructuring the property and casualty segments and Life and Group Non-Core segment,1
retail,1
retire older and less efficient press equipment,2
return Avon to growth,1
return Avon to sustainable growth,3
return excess aircraft and extinguish applicable obligations without relief under Chapter 11 of the Bankruptcy Code.,2
return extra capital to shareholders,1
Return the company to profitability,2
Return to profitability,1
Return to profitability levels enjoyed by the business prior to the industry and economic downturn that commenced in fiscal 2001,1
revenue environment,5
revenue instability,5
review of inventory by product line,1
right size European cost structure in light of challenging economic outlook,1
right-size resources to better align with our revenue outlook in fiscal 2025,1
Rightsizing manufacturing footprint,1
route-to-market initiatives,1
salary freezes and furloughs,1
sale and closure of distribution centers and office facilities,1
sale and exit of non-strategic businesses,1
sale and leaseback of corporate campus and other facilities,1
Sale of Contractor-Owned,1
Sale of farm center locations in Florida and Iowa,1
sale of mature E&P assets in Indonesia and Thailand and the pursuit of monetizing Bakken midstream assets by 2015.,1
sale of Mimi's Café,1
sales development and other critical areas,1
Sales force reductions resulting from the restructuring of the Sanofi and Otsuka agreements,1
scaling back the investment in research and development.,1
Scheduling efficiencies,3
segment consolidation,1
segment consolidation and alignment,1
Segment Realignment,1
selected domestic and international commercial and research and development operations,1
sell a portion of Non-mask Operations to a third party,1
senior executive changes,2
senior management team’s temporary salary reduction,1
separation of former Chairman of the Board of Directors and CEO,1
separation of the former Automation and Control Solutions reporting segment into two new reporting segments,1
serve customers better in global marketplace,1
Service Alignment Initiative,1
Severance,2
Severance costs associated with separate organizational restructuring plans,1
SG&A expenses,1
SG&A rationalization review,1
shareholder value,1
shift focus from transactional work toward contract print work and the support of major accounts,1
Shift from traditional domestic manufacturing to offshore sourcing,1
shift production to lower labor-cost areas,1
shift resources and investment to long-term,2
shift resources to strategic investments,1
Shift to cloud and mobile computing,1
short-term purchase accounting adjustments and transaction costs from acquisitions,1
shutdown of a manufacturing facility,1
shutdown of Juarez manufacturing facility,1
significant cuts in customer activity,1
Significant decline in overall capital markets activity,1
significant declines in OEM production in vehicle and marine markets,1
significant increases in fuel prices,1
significant negative impact on demand for oil,1
significant reduction of product line sizes,1
Simplification and cost saving initiatives,1
simplification and other cost saving initiatives,1
simplify and streamline business processes,1
simplify business,4
Simplify core business processes,1
Simplify operating efficiencies,1
simplify or improve processes,2
simplifying and driving efficiency into business processes,1
simplifying business,1
simplifying operational structure,1
site consolidations and organizational realignments of businesses,1
Slow-down in demand,1
slowdown in construction and capital spending,1
sourcing,1
Spin-Off,1
Stabilize the business,5
Stabilize the infrastructure of the business,1
staff realignments,1
staff reduction,1
Staff reductions,1
staffing reductions,1
steps to preserve cash and improve overall liquidity position,2
store closings,1
strategic and financial goals,1
strategic exit of certain commodity-type services in North America Services operations,1
strategic growth initiatives,1
strategic headcount reductions,1
strategic sales and distribution initiatives in international markets and U.S. supply chain activities,1
strategic sourcing,1
strategic sourcing initiative,1
strategically position these businesses for integration and profitable growth,1
streamline and simplify small-molecule supply network,1
Streamline certain international operations,1
streamline certain operations in the U.S.,1
streamline field service operations,1
Streamline global operations,1
streamline global operations and sales organization,1
Streamline IKON’s infrastructure,2
streamline international operations,3
Streamline operational footprint,2
streamline operations,17
streamline operations and realign manufacturing capabilities that broaden biologics capabilities to reflect the current and future portfolio as well as streamline and simplify our small-molecule supply network.,1
streamline organizational structure,2
streamline production to adapt to changing market dynamics,2
Streamline salaried workforce in North America and Asia Pacific region,1
streamline the company's international operations,1
Streamline the structure at a number of its companies,1
Streamline the supply chain,2
Streamline western Canadian oil and gas and electrical transmission operations,2
streamlined asset base,1
Streamlined corporate and head office services,1
streamlined customer interaction,3
streamlined operations,1
Streamlining actions,2
Streamlining international operations,1
streamlining of internal operations,1
streamlining of manufacturing processes,1
streamlining of the operations due to challenging market conditions in Europe,2
streamlining operations,2
Streamlining organization,1
Streamlining the company's international operations,2
Strengthen ability to attain operational,1
Strengthen competitive and financial position,5
strengthen competitive position,1
Strengthen competitive positioning,2
strengthen competitiveness in core growth areas,1
strengthen its financial position,1
strengthen its global competitive position,1
Strengthening brand powerhouse,1
strengthening commercial strategy,1
strengthening financial position,1
strengthening internal processes and controls over financial reporting,1
strengthening of sales capabilities,1
structural changes to fleet,4
subdued demand for products and services,1
substantial cost disadvantage compared to larger competitors,5
supply chain and distribution cost reduction initiatives,2
supply chain and distribution cost reduction initiatives in North America,1
supply chain health and operational excellence,1
supply chain operations,1
supply-chain activities,1
supply-chain initiatives,1
support continued operations during the current lower demand environment and provide a robust financial platform to take advantage of market recovery over the long-term.,1
support future investment in growth,1
support incremental improvements in EAS systems and labels businesses,1
support long-term growth,1
support long-term growth initiatives,1
support ongoing core operations,1
Support sustainable productivity in years to come,1
suspension of 401(k) company match,1
sustain growth in its Specialty Packaging segment,1
sustain the growth generated in its Specialty Packaging segment,1
sustainability,1
take advantage of market opportunities,1
take advantage of new opportunities in high-growth adjacent markets,1
take advantage of operational efficiencies,1
technological and competitive environment,1
technological and regulatory conditions,2
technology substitution,1
temporary furloughs and pay reductions,1
Tennessee and transition the sourcing of all gift wrap products to foreign suppliers,1
Tennessee plant closure and other headcount reductions in 2006,1
Tennessee production facility,1
Terminated contracts,1
termination benefits,1
Termination of an infectious disease research and development project,1
Termination of certain executives,1
Termination of employees,1
Termination of employees as part of a reorganization following the Separation,1
termination of under-performing projects,1
Terrorist Attacks,1
Texas facility,1
the accelerated rollout of COVID-19 vaccines globally and the U.S. health authority’s updated guidance on testing for fully vaccinated individuals.,1
The Group’s Lawn business unit was re-focused on the professional market and limited product lines in the consumer and industrial markets. The Group’s Cob business shut down certain assets in Maumee,1
the migration of production to low cost locales and a general reduction in workforce in response to lower levels of expected sales volumes in certain for the Company’s businesses.,1
the proration of equity awards,1
The restructuring actions primarily related to a reduction in workforce and asset write-downs in response to the impact of a weak global economy on certain of the Company's businesses and the effects of a continued strong U.S. dollar.,1
The restructuring was done to realign and simplify the business structure.,1
The restructuring was part of cost reduction initiatives to be broadly implemented across the Company’s various businesses during fiscal 2009. The restructuring costs resulted from the consolidation of manufacturing facilities,1
thus completing its exit from all refining operations,1
tightening focus,1
to a lesser extent,1
To achieve a resolution of its asbestos liability,2
To achieve additional savings,1
To achieve and maintain a more efficient cost base,1
To achieve long-term goals of a targeted low double-digit operating margin and mid single-digit Constant $ revenue growth,1
to adjust cost structure by consolidating facilities and reducing headcount,1
To adjust operations and cost structure to reflect reduced activity levels,1
To adjust the company's cost structure and business activities to better align with weaker market demand and continued economic uncertainty in end markets,1
To align capacity with expected demand due to reduced expectations of future operating results caused by the COVID-19 pandemic,1
to align cost structure with lower revenues,1
To align its manufacturing network for COVID-19 diagnostic tests with changes in projected testing demand driven by several factors,1
to align organizational structure in support of strategy,1
To assess business across five key pillars – infrastructure,1
To balance inventory levels with anticipated reductions in near-term demand,1
to become more competitive,1
To become more effectively organized,1
To become more efficient and effective,1
to best meet client needs in a rapidly evolving marketplace,1
To better align Applied's cost structure with prevailing market conditions,1
To better align Applied's cost structure with prevailing market conditions due to the prolonged industry downturn,2
To better align business to the changing computing landscape,1
To better align capacity with expected demand due to the impact of the COVID-19 pandemic on sales and net income.,1
To better align costs with the current business environment,1
To better align its organization and operations with the Company's strategy,1
To better align resources with business objectives,3
To better align spending with critical strategies and operations,1
To better align the company's cost structure with current market conditions,1
To better complement its customer-focused solutions strategy,1
To better execute its business strategy,2
To better serve the architectural glass products market,1
To close 27 underperforming stores and exit the hospitality line of business in the Life Uniform segment,1
To close all fifteen of the GoTo Helmstudio retail locations in Germany,1
to close Cleo’s Maysville,2
To close its manufacturing facility located in Memphis,1
to close manufacturing facilities to streamline operations and improve efficiencies,1
to close the Company’s two production facilities in Elysburg,1
to combine complementary strengths and broaden the range of product and service capabilities.,1
To combine the operations of the Cleo and Berwick Offray subsidiaries,2
To consolidate operations into fewer,1
To consolidate production capacity and improve overall cost structure and efficiency,1
to consolidate wafer fabrication facilities.,2
To continue its transformation into a more focused pure play E&P company,1
To create a more competitive cost structure,1
to create a unified client-facing organization which will leverage the Company’s regional field sales management to sell and support all Bowne services and products.,1
To create efficiencies,1
To create two separate,1
to deal with global economic uncertainty,1
to deemphasize or exit certain businesses or products and focus investments in products and end markets where there are better opportunities for profitable growth,1
To differentiate ABM in the marketplace,1
To divest certain operations in EMEA,1
To divest FASHION BUG business,1
To divest the global biologics manufacturing business,1
To drive greater efficiency and productivity in global selling,1
To drive greater efficiency and reduce annual operating costs,1
To drive the success of the business,1
to eliminate the ongoing operating dilution associated with the Mexican and mobile photography operations,1
To eliminate under-performing operations and rationalize operations and capacity for industry conditions,1
to enhance focus on the core Sears Portrait Studios business,1
to ensure that resources are focused on core energy businesses,1
To exit certain operations in the Architectural Glass segment and reorganize operations within the Architectural Framing Systems segment,1
To exit its custom modules power product line,1
To exit operations in Mexico,1
To explore a broad range of operating and strategic alternatives for Crosstown Traders non-core misses apparel catalog titles in order to provide a greater focus on core brands and to enhance shareholder value.,1
To explore every aspect of Alico’s citrus and ranch operations,1
to facilitate expansion into new product and geographic segments,1
To focus investments in products and end markets where they have better opportunities for profitable growth,1
To focus on core network strengths,1
To focus on higher growth core business,1
To focus on inventory management systems relating to on-shelf availability,1
To focus on inventory management systems that focus on on-shelf availability,1
To focus on its core businesses,2
To focus on therapeutic areas which are a priority and will drive the greatest long-term value to the company,1
to focus primarily on near-term opportunities pertaining to business jet connectivity,1
To further align its organizational structure,1
to further reduce the operating cost structure of the company.,1
To grow the Company's position in its target publishing markets,2
To improve efficiency and effectiveness across the organization,1
To improve efficiency and profitability,1
to improve focus on and support for the Company's core portraiture business,1
To improve operational effectiveness and further optimize the Company's cost structure,1
To improve operational efficiency and long-term profitability,2
to improve organizational functionality and systems flexibility,1
to improve the ability to meet customer demands for product innovation and improved quality of service,1
To improve the Company's cost structure and to strengthen its competitiveness in core growth areas,2
To improve the speed of decision-making by reducing management layers and increasing the span of control for managers,1
To increase operating income,1
To integrate the operations of Linear into the Company’s organizational structure,1
To invest in continuing innovation and the launch of new pipeline molecules,1
To invest in new distribution and bottling facilities in the U.K. and to streamline certain Australian wine operations,1
to leverage economies of scale and reduce costs,4
To lower its cost structure in an uncertain economic environment,2
To make its organizational structure more efficient,1
To manage costs due to significant declines in the Industrial and Aerospace segments,1
To manage the business as an integrated steel mill operation,1
To materially alter the Company's previously planned and recently in-process technology platform,1
To monitor global macroeconomic conditions,1
To narrow its assortment of lower-priced Snapper consumer lawn and garden equipment,2
To narrow its assortment of lower-priced Snapper consumer lawn and garden equipment and consolidate its Products segment manufacturing facilities in order to reduce costs.,1
To offset the revenue decline,1
To offset weakness in the global economic environment,1
To optimize and simplify the operating model and cost structure,1
To optimize its operations and facility footprint,1
to optimize supply chains,1
To optimize the use of its mainframe,1
To outsource woodworking operations for yachts and sport yachts,1
To position AIA and ALICO for initial public offerings or third-party sale,1
To provide greater focus on analog and digital signal processing product programs,1
To rationalize its cost structure in an uncertain economic environment,4
To re-balance staffing levels and reduce operating expenses to better align them with the evolving needs of the Company's business,1
To re-balance staffing levels to better align them with the evolving needs of the business,2
To realign and simplify business structure,2
To realign and streamline its global operating structure to conform to the specific needs of the remaining fresh produce businesses after the sale of Dole Asia,1
To realign costs given current business conditions,3
To realign its global workforce and enhance its ability to invest for growth,1
To realign its segment portfolio into two distinct business segments: LiveRamp and Acxiom Marketing Solutions (AMS),1
To realign its worldwide pharmaceutical and vascular manufacturing operations,1
To realign its worldwide pharmaceutical and vascular manufacturing operations and selected domestic and international commercial and research and development operations in order to reduce costs,1
to realize operating efficiencies through streamlined workflows and work sharing between sites during peak periods,1
To reduce cost structure,2
To reduce cost structure due to weak customer demand and industry-wide excess inventory,1
To reduce costs and align resources with the needs of each segment,1
To reduce costs and improve efficiencies across various functional areas,3
to reduce costs and improve efficiencies in Abbott's established pharmaceuticals business,1
To reduce costs and improve efficiency of the Company's operations,1
to reduce costs and minimize losses of our AeroSat antenna business,2
To reduce costs by realigning fruit supply with expected demand,1
To reduce costs by realigning supply with demand,1
To reduce costs in its medical devices,1
To reduce credit risk,1
To reduce debt levels substantially,1
To reduce expenses,2
To reduce expenses and improve financial performance,1
To reduce future operating expenses,3
To reduce general and administrative costs,1
To reduce headcount,1
To reduce headcount by approximately 10% and to consolidate certain facilities around the world in order to reduce operating expenses,1
to reduce operating cost structure,2
To reduce operating costs and improve profitability,1
To reduce operating costs and leverage existing United States infrastructure,2
To reduce operating costs in the future,1
To reduce operating expense levels,2
To reduce redundancies associated with acquisitions during the year,1
To reduce redundancies associated with the acquisition of AATI,2
To reduce the impact of lower customer demand on profitability,1
to reduce the number of positions,1
To reduce the repetitive functions associated with its acquisition of SiGe,3
To reduce the significant operating losses at our AeroSat business,1
to reduce the support infrastructure in manufacturing,2
To refocus its business strategy,1
To refocus on the professional lawn market and on areas where value can be added in the consumer and industrial markets,1
to reinvent Sea Ray Sport Boat and Sport Cruiser operations.,1
To reorganize product development and support programs,1
To reorganize product development and support programs with the goal of providing greater focus on analog and DSP product programs,1
To resolve claims asserted against it related to the use of asbestos in its products decades ago,1
To restructure and discontinue several non-strategic businesses,1
to restructure its costs and debt,1
to restructure its labor costs,1
To restructure its operations,1
to restructure manufacturing operations,1
to restructure the businesses including discontinuing Sea Ray Sport Yacht & Yachts models and winding down yacht production,1
To restructure the Company's debt,1
To streamline and improve operating performance,1
To streamline and simplify processes,2
to streamline certain manufacturing operations,3
to streamline global manufacturing operations,1
To streamline the organization,1
to streamline various commercial operations,3
To strengthen focus on the business market while continuing commitment to wholesale,1
To strengthen focus on the enterprise business market while continuing commitment to hosting and consumer customers.,1
To substantially exit the oil and natural gas exploration business,1
To successfully combine and integrate the CareFusion operations,1
To support strategic priorities of completing the subscription transition,1
To support the consolidation of its divisions into a unified model,1
To terminate employees as part of a reorganization following the Separation,1
To transform the Company and restore it to industry leadership,1
To transform the Information Technology (IT) organization and delivery model,1
To win market share,1
To yield annualized pretax savings,1
training and severance,1
transfer of assets to an affiliated foreign company,1
transfer technology development activities back into a newly reorganized corporate technology function,1
Transform the company’s cost structure,1
transformation of the Company’s information technology,2
transforming supply chain into a competitive advantage,1
transforming the company’s cost structure,1
transition BCM product line from a third party factory in Malaysia to an existing Bel facility in the PRC,1
transition of operations to the PRC for economies of scale,1
Transition products from older four-inch wafer fabrication facilities to six-inch and eight-inch wafer fabrication facilities,1
Transition to digital format,1
transitioning certain administrative functions to a shared service center,1
transitioning manufacturing to lower cost areas,1
transitioning to an integrated,2
travel restrictions across all segments,1
uncertainty surrounding current economic conditions,1
uncollectible accounts receivable,1
unfavorable currency translation,2
unfavorable impact of foreign exchange,1
Unspecified,469
Unstable industry conditions,1
unsuccessful Mexican operations,1
Updating U.S. Best Buy store operating model,1
utilization of lower cost facilities and strategic global sourcing of raw materials,1
utilize existing production capacity more efficiently,1
various other reductions within EM and certain centralized support functions.,1
vendors,2
volatile and rising fuel prices,6
Voluntary early retirement program,2
weak customer demand,1
Weak economic conditions,2
Weak economic conditions in Europe,1
weak economic conditions in the U.S. and most other industrialized nations,1
weak overall demand,1
weakened economy,1
Weakened global market conditions,1
weakening demand in the projector display segment of the consumer electronics end market,1
Weakening economic conditions,1
Weakening order entry rate,1
weakness in the consumer electronic and automotive markets,1
while improving cost structure,1
Wind-down of Sport Yacht and Yacht operations,1
with a simplified organizational structure and a consolidated shared services model.,2
Workforce optimization,1
Workforce Optimization Effort,1
workforce reduction,7
workforce reduction activities,1
workforce reduction at Silsbee,1
workforce reductions,8
workforce reductions in manufacturing,2
workforce reductions in selling,1
Workforce reductions in several European countries,1
worldwide wine reorganization,1
Worsening market conditions,1
write-down of an air separation unit,1
Zero Overhead Growth (ZOG) methodology,1
